destination;shift_indicator;shift;origin;blue_depot_ind_origin;product_type;crossdock;inter_3;transport_direction
AL;3;H3;NIWG;Nee;AL shift 3;NIWG;;NIWG
AL;2;H2;NIWG;Nee;AL shift 2;NIWG;;NIWG
AL;1;H1;NIWG;Nee;AL shift 1;NIWG;;NIWG
AL;N;N;NIWG;Nee;AL shift N;NIWG;;NIWG
ALR;9;H9;NIWG;Nee;ALR shift 9;TL;;TL
ALR;8;H8;NIWG;Nee;ALR shift 8;TL;;TL
ALR;7;H7;NIWG;Nee;ALR shift 7;TL;;TL
ALR;6;H6;NIWG;Nee;ALR shift 6;TL;;TL
ALR;5;H5;NIWG;Nee;ALR shift 5;TL;;TL
ALR;4;H4;NIWG;Nee;ALR shift 4;TL;;TL
ALR;3;H3;NIWG;Nee;ALR shift 3;TL;;TL
ALR;2;H2;NIWG;Nee;ALR shift 2;TL;;TL
ALR;1;H1;NIWG;Nee;ALR shift 1;TL;;TL
ALR;N;N;NIWG;Nee;ALR shift N;TL;;TL
AMF;9;H9;NIWG;Nee;AMF shift 9;TL;;TL
AMF;8;H8;NIWG;Nee;AMF shift 8;TL;;TL
AMF;7;H7;NIWG;Nee;AMF shift 7;TL;;TL
AMF;6;H6;NIWG;Nee;AMF shift 6;TL;;TL
AMF;5;H5;NIWG;Nee;AMF shift 5;TL;;TL
AMF;4;H4;NIWG;Nee;AMF shift 4;AMF;;AMF
AMF;3;H3;NIWG;Nee;AMF shift 3;AMF;;AMF
AMF;2;H2;NIWG;Nee;AMF shift 2;AMF;;AMF
AMF;1;H1;NIWG;Nee;AMF shift 1;AMF;;AMF
AMF;N;N;NIWG;Nee;AMF shift N;AMF;;AMF
AP;9;H9;NIWG;Nee;AP shift 9;TL;;TL
AP;8;H8;NIWG;Nee;AP shift 8;TL;;TL
AP;7;H7;NIWG;Nee;AP shift 7;TL;;TL
AP;6;H6;NIWG;Nee;AP shift 6;TL;;TL
AP;5;H5;NIWG;Nee;AP shift 5;TL;;TL
AP;4;H4;NIWG;Nee;AP shift 4;AMF;;AMF
AP;3;H3;NIWG;Nee;AP shift 3;AMF;;AMF
AP;2;H2;NIWG;Nee;AP shift 2;AMF;;AMF
AP;1;H1;NIWG;Nee;AP shift 1;AMF;;AMF
AP;N;N;NIWG;Nee;AP shift N;AMF;;AMF
ARD;6;H6;NIWG;Nee;ARD shift 6;ZBM;;ZBM
ARD;5;H5;NIWG;Nee;ARD shift 5;ZBM;;ZBM
ARD;4;H4;NIWG;Nee;ARD shift 4;ZBM;;ZBM
ARD;3;H3;NIWG;Nee;ARD shift 3;ZBM;;ZBM
ARD;2;H2;NIWG;Nee;ARD shift 2;ZBM;;ZBM
ARD;1;H1;NIWG;Nee;ARD shift 1;ZBM;;ZBM
ASD;9;H9;NIWG;Nee;ASD shift 9;XASD;;XASD
ASD;8;H8;NIWG;Nee;ASD shift 8;XASD;;XASD
ASD;7;H7;NIWG;Nee;ASD shift 7;XASD;;XASD
ASD;6;H6;NIWG;Nee;ASD shift 6;XASD;;XASD
ASD;5;H5;NIWG;Nee;ASD shift 5;XASD;;XASD
ASD;4;H4;NIWG;Nee;ASD shift 4;XASD;;XASD
ASD;3;H3;NIWG;Nee;ASD shift 3;XASD;;XASD
ASD;2;H2;NIWG;Nee;ASD shift 2;XASD;;XASD
ASD;1;H1;NIWG;Nee;ASD shift 1;XASD;;XASD
ASD;N;N;NIWG;Nee;ASD shift N;XASD;;XASD
ASN;4;H4;NIWG;Nee;ASN shift 4;AMF;;AMF
ASN;3;H3;NIWG;Nee;ASN shift 3;AMF;;AMF
ASN;2;H2;NIWG;Nee;ASN shift 2;AMF;;AMF
ASN;1;H1;NIWG;Nee;ASN shift 1;AMF;;AMF
ASN;N;N;NIWG;Nee;ASN shift N;AMF;;AMF
BD;8;H8;NIWG;Nee;BD shift 8;ZBM;;ZBM
BD;7;H7;NIWG;Nee;BD shift 7;ZBM;;ZBM
BD;6;H6;NIWG;Nee;BD shift 6;ZBM;;ZBM
BD;5;H5;NIWG;Nee;BD shift 5;ZBM;;ZBM
BD;4;H4;NIWG;Nee;BD shift 4;HT;;HT
BD;3;H3;NIWG;Nee;BD shift 3;HT;;HT
BD;2;H2;NIWG;Nee;BD shift 2;HT;;HT
BD;1;H1;NIWG;Nee;BD shift 1;HT;;HT
BD;N;N;NIWG;Nee;BD shift N;HT;;HT
BORN;9;H9;NIWG;Nee;BORN shift 9;ZBM;;ZBM
BORN;8;H8;NIWG;Nee;BORN shift 8;ZBM;;ZBM
BORN;7;H7;NIWG;Nee;BORN shift 7;ZBM;;ZBM
BORN;6;H6;NIWG;Nee;BORN shift 6;ZBM;;ZBM
BORN;5;H5;NIWG;Nee;BORN shift 5;ZBM;;ZBM
BORN;4;H4;NIWG;Nee;BORN shift 4;HT;;HT
BORN;3;H3;NIWG;Nee;BORN shift 3;HT;;HT
BORN;2;H2;NIWG;Nee;BORN shift 2;HT;;HT
BORN;1;H1;NIWG;Nee;BORN shift 1;HT;;HT
BORN;N;N;NIWG;Nee;BORN shift N;HT;;HT
DDT;7;H7;NIWG;Nee;DDT shift 7;TL;;TL
DDT;6;H6;NIWG;Nee;DDT shift 6;TL;;TL
DDT;5;H5;NIWG;Nee;DDT shift 5;TL;;TL
DDT;4;H4;NIWG;Nee;DDT shift 4;NIWG;;NIWG
DDT;3;H3;NIWG;Nee;DDT shift 3;NIWG;;NIWG
DDT;2;H2;NIWG;Nee;DDT shift 2;NIWG;;NIWG
DDT;1;H1;NIWG;Nee;DDT shift 1;NIWG;;NIWG
DDT;N;N;NIWG;Nee;DDT shift N;NIWG;;NIWG
DTD;5;H5;NIWG;Nee;DTD shift 5;ZBM;;ZBM
DTD;4;H4;NIWG;Nee;DTD shift 4;ZBM;;ZBM
DTD;3;H3;NIWG;Nee;DTD shift 3;ZBM;;ZBM
DTD;2;H2;NIWG;Nee;DTD shift 2;ZBM;;ZBM
DTD;1;H1;NIWG;Nee;DTD shift 1;ZBM;;ZBM
ELT;10;H10;NIWG;Nee;ELT shift 10;TL;;TL
ELT;9;H9;NIWG;Nee;ELT shift 9;TL;;TL
ELT;8;H8;NIWG;Nee;ELT shift 8;TL;;TL
ELT;7;H7;NIWG;Nee;ELT shift 7;TL;;TL
ELT;6;H6;NIWG;Nee;ELT shift 6;TL;;TL
ELT;5;H5;NIWG;Nee;ELT shift 5;TL;;TL
ELT;4;H4;NIWG;Nee;ELT shift 4;TL;;TL
ELT;3;H3;NIWG;Nee;ELT shift 3;TL;;TL
ELT;2;H2;NIWG;Nee;ELT shift 2;TL;;TL
ELT;1;H1;NIWG;Nee;ELT shift 1;TL;;TL
ELT;N;N;NIWG;Nee;ELT shift N;TL;;TL
GS;9;H9;NIWG;Nee;GS shift 9;ZBM;;ZBM
GS;8;H8;NIWG;Nee;GS shift 8;ZBM;;ZBM
GS;7;H7;NIWG;Nee;GS shift 7;ZBM;;ZBM
GS;6;H6;NIWG;Nee;GS shift 6;ZBM;;ZBM
GS;5;H5;NIWG;Nee;GS shift 5;ZBM;;ZBM
GS;4;H4;NIWG;Nee;GS shift 4;HT;;HT
GS;3;H3;NIWG;Nee;GS shift 3;HT;;HT
GS;2;H2;NIWG;Nee;GS shift 2;HT;;HT
GS;1;H1;NIWG;Nee;GS shift 1;HT;;HT
GS;N;N;NIWG;Nee;GS shift N;HT;;HT
HBD;9;H9;NIWG;Nee;HBD shift 9;TL;;TL
HBD;8;H8;NIWG;Nee;HBD shift 8;TL;;TL
HBD;7;H7;NIWG;Nee;HBD shift 7;TL;;TL
HBD;6;H6;NIWG;Nee;HBD shift 6;TL;;TL
HBD;5;H5;NIWG;Nee;HBD shift 5;TL;;TL
HBD;4;H4;NIWG;Nee;HBD shift 4;NIWG;;NIWG
HBD;3;H3;NIWG;Nee;HBD shift 3;NIWG;;NIWG
HBD;2;H2;NIWG;Nee;HBD shift 2;NIWG;;NIWG
HBD;1;H1;NIWG;Nee;HBD shift 1;NIWG;;NIWG
HBD;N;N;NIWG;Nee;HBD shift N;NIWG;;NIWG
HGL;10;H10;NIWG;Nee;HGL shift 10;TL;;TL
HGL;9;H9;NIWG;Nee;HGL shift 9;TL;;TL
HGL;8;H8;NIWG;Nee;HGL shift 8;TL;;TL
HGL;7;H7;NIWG;Nee;HGL shift 7;TL;;TL
HGL;6;H6;NIWG;Nee;HGL shift 6;TL;;TL
HGL;5;H5;NIWG;Nee;HGL shift 5;TL;;TL
HGL;4;H4;NIWG;Nee;HGL shift 4;AMF;;AMF
HGL;3;H3;NIWG;Nee;HGL shift 3;AMF;;AMF
HGL;2;H2;NIWG;Nee;HGL shift 2;AMF;;AMF
HGL;1;H1;NIWG;Nee;HGL shift 1;AMF;;AMF
HGL;N;N;NIWG;Nee;HGL shift N;AMF;;AMF
HT;9;H9;NIWG;Nee;HT shift 9;ZBM;;ZBM
HT;8;H8;NIWG;Nee;HT shift 8;ZBM;;ZBM
HT;7;H7;NIWG;Nee;HT shift 7;ZBM;;ZBM
HT;6;H6;NIWG;Nee;HT shift 6;ZBM;;ZBM
HT;5;H5;NIWG;Nee;HT shift 5;ZBM;;ZBM
HT;4;H4;NIWG;Nee;HT shift 4;HT;;HT
HT;3;H3;NIWG;Nee;HT shift 3;HT;;HT
HT;2;H2;NIWG;Nee;HT shift 2;HT;;HT
HT;1;H1;NIWG;Nee;HT shift 1;HT;;HT
HT;N;N;NIWG;Nee;HT shift N;HT;;HT
HW;10;H10;NIWG;Nee;HW shift 10;XASD;;XASD
HW;9;H9;NIWG;Nee;HW shift 9;XASD;;XASD
HW;8;H8;NIWG;Nee;HW shift 8;XASD;;XASD
HW;7;H7;NIWG;Nee;HW shift 7;XASD;;XASD
HW;6;H6;NIWG;Nee;HW shift 6;XASD;;XASD
HW;5;H5;NIWG;Nee;HW shift 5;XASD;;XASD
HW;4;H4;NIWG;Nee;HW shift 4;XASD;;XASD
HW;3;H3;NIWG;Nee;HW shift 3;XASD;;XASD
HW;2;H2;NIWG;Nee;HW shift 2;XASD;;XASD
HW;1;H1;NIWG;Nee;HW shift 1;XASD;;XASD
HW;N;N;NIWG;Nee;HW shift N;XASD;;XASD
KHM;10;H10;NIWG;Nee;KHM shift 10;TL;;TL
KHM;9;H9;NIWG;Nee;KHM shift 9;TL;;TL
KHM;8;H8;NIWG;Nee;KHM shift 8;TL;;TL
KHM;7;H7;NIWG;Nee;KHM shift 7;TL;;TL
KHM;6;H6;NIWG;Nee;KHM shift 6;TL;;TL
KHM;5;H5;NIWG;Nee;KHM shift 5;TL;;TL
KHM;4;H4;NIWG;Nee;KHM shift 4;AMF;;AMF
KHM;3;H3;NIWG;Nee;KHM shift 3;AMF;;AMF
KHM;2;H2;NIWG;Nee;KHM shift 2;AMF;;AMF
KHM;1;H1;NIWG;Nee;KHM shift 1;AMF;;AMF
KHM;N;N;NIWG;Nee;KHM shift N;AMF;;AMF
LW;9;H9;NIWG;Nee;LW shift 9;TL;;TL
LW;8;H8;NIWG;Nee;LW shift 8;TL;;TL
LW;7;H7;NIWG;Nee;LW shift 7;TL;;TL
LW;6;H6;NIWG;Nee;LW shift 6;TL;;TL
LW;5;H5;NIWG;Nee;LW shift 5;TL;;TL
LW;4;H4;NIWG;Nee;LW shift 4;AMF;;AMF
LW;3;H3;NIWG;Nee;LW shift 3;AMF;;AMF
LW;2;H2;NIWG;Nee;LW shift 2;AMF;;AMF
LW;1;H1;NIWG;Nee;LW shift 1;AMF;;AMF
LW;N;N;NIWG;Nee;LW shift N;AMF;;AMF
MECH;4;H4;NIWG;Nee;MECH shift 4;ZBM;;ZBM
MECH;3;H3;NIWG;Nee;MECH shift 3;ZBM;;ZBM
MECH;2;H2;NIWG;Nee;MECH shift 2;ZBM;;ZBM
MECH;1;H1;NIWG;Nee;MECH shift 1;ZBM;;ZBM
NAM;3;H3;NIWG;Nee;NAM shift 3;ZBM;;ZBM
NAM;2;H2;NIWG;Nee;NAM shift 2;ZBM;;ZBM
NAM;1;H1;NIWG;Nee;NAM shift 1;ZBM;;ZBM
OEV;5;H5;NIWG;Nee;OEV shift 5;ZBM;;ZBM
OEV;4;H4;NIWG;Nee;OEV shift 4;ZBM;;ZBM
OEV;3;H3;NIWG;Nee;OEV shift 3;ZBM;;ZBM
OEV;2;H2;NIWG;Nee;OEV shift 2;ZBM;;ZBM
OEV;1;H1;NIWG;Nee;OEV shift 1;ZBM;;ZBM
OPM;9;H9;NIWG;Nee;OPM shift 9;XASD;;XASD
OPM;8;H8;NIWG;Nee;OPM shift 8;XASD;;XASD
OPM;7;H7;NIWG;Nee;OPM shift 7;XASD;;XASD
OPM;6;H6;NIWG;Nee;OPM shift 6;XASD;;XASD
OPM;5;H5;NIWG;Nee;OPM shift 5;XASD;;XASD
OPM;4;H4;NIWG;Nee;OPM shift 4;XASD;;XASD
OPM;3;H3;NIWG;Nee;OPM shift 3;XASD;;XASD
OPM;2;H2;NIWG;Nee;OPM shift 2;XASD;;XASD
OPM;1;H1;NIWG;Nee;OPM shift 1;XASD;;XASD
OPM;N;N;NIWG;Nee;OPM shift N;XASD;;XASD
RD;9;H9;NIWG;Nee;RD shift 9;TL;;TL
RD;8;H8;NIWG;Nee;RD shift 8;TL;;TL
RD;7;H7;NIWG;Nee;RD shift 7;TL;;TL
RD;6;H6;NIWG;Nee;RD shift 6;TL;;TL
RD;5;H5;NIWG;Nee;RD shift 5;TL;;TL
RD;4;H4;NIWG;Nee;RD shift 4;NIWG;;NIWG
RD;3;H3;NIWG;Nee;RD shift 3;NIWG;;NIWG
RD;2;H2;NIWG;Nee;RD shift 2;NIWG;;NIWG
RD;1;H1;NIWG;Nee;RD shift 1;NIWG;;NIWG
RD;N;N;NIWG;Nee;RD shift N;NIWG;;NIWG
SNI;5;H5;NIWG;Nee;SNI shift 5;ZBM;;ZBM
SNI;4;H4;NIWG;Nee;SNI shift 4;ZBM;;ZBM
SNI;3;H3;NIWG;Nee;SNI shift 3;ZBM;;ZBM
SNI;2;H2;NIWG;Nee;SNI shift 2;ZBM;;ZBM
SNI;1;H1;NIWG;Nee;SNI shift 1;ZBM;;ZBM
SON;8;H8;NIWG;Nee;SON shift 8;ZBM;;ZBM
SON;7;H7;NIWG;Nee;SON shift 7;ZBM;;ZBM
SON;6;H6;NIWG;Nee;SON shift 6;ZBM;;ZBM
SON;5;H5;NIWG;Nee;SON shift 5;ZBM;;ZBM
SON;4;H4;NIWG;Nee;SON shift 4;HT;;HT
SON;3;H3;NIWG;Nee;SON shift 3;HT;;HT
SON;2;H2;NIWG;Nee;SON shift 2;HT;;HT
SON;1;H1;NIWG;Nee;SON shift 1;HT;;HT
SON;N;N;NIWG;Nee;SON shift N;HT;;HT
SSH;10;H10;NIWG;Nee;SSH shift 10;XASD;;XASD
SSH;9;H9;NIWG;Nee;SSH shift 9;XASD;;XASD
SSH;8;H8;NIWG;Nee;SSH shift 8;XASD;;XASD
SSH;7;H7;NIWG;Nee;SSH shift 7;XASD;;XASD
SSH;6;H6;NIWG;Nee;SSH shift 6;XASD;;XASD
SSH;5;H5;NIWG;Nee;SSH shift 5;XASD;;XASD
SSH;4;H4;NIWG;Nee;SSH shift 4;XASD;;XASD
SSH;3;H3;NIWG;Nee;SSH shift 3;XASD;;XASD
SSH;2;H2;NIWG;Nee;SSH shift 2;XASD;;XASD
SSH;1;H1;NIWG;Nee;SSH shift 1;XASD;;XASD
SSH;N;N;NIWG;Nee;SSH shift N;XASD;;XASD
STT;6;H6;NIWG;Nee;STT shift 6;ZBM;;ZBM
STT;5;H5;NIWG;Nee;STT shift 5;ZBM;;ZBM
STT;4;H4;NIWG;Nee;STT shift 4;ZBM;;ZBM
STT;3;H3;NIWG;Nee;STT shift 3;ZBM;;ZBM
STT;2;H2;NIWG;Nee;STT shift 2;ZBM;;ZBM
STT;1;H1;NIWG;Nee;STT shift 1;ZBM;;ZBM
TB;8;H8;NIWG;Nee;TB shift 8;TL;;TL
TB;7;H7;NIWG;Nee;TB shift 7;TL;;TL
TB;6;H6;NIWG;Nee;TB shift 6;TL;;TL
TB;5;H5;NIWG;Nee;TB shift 5;TL;;TL
TB;4;H4;NIWG;Nee;TB shift 4;TL;;TL
TB;3;H3;NIWG;Nee;TB shift 3;TL;;TL
TB;2;H2;NIWG;Nee;TB shift 2;TL;;TL
TB;1;H1;NIWG;Nee;TB shift 1;TL;;TL
TB;N;N;NIWG;Nee;TB shift N;TL;;TL
UT;9;H9;NIWG;Nee;UT shift 9;TL;;TL
UT;8;H8;NIWG;Nee;UT shift 8;TL;;TL
UT;7;H7;NIWG;Nee;UT shift 7;TL;;TL
UT;6;H6;NIWG;Nee;UT shift 6;TL;;TL
UT;5;H5;NIWG;Nee;UT shift 5;TL;;TL
UT;4;H4;NIWG;Nee;UT shift 4;NIWG;;NIWG
UT;3;H3;NIWG;Nee;UT shift 3;NIWG;;NIWG
UT;2;H2;NIWG;Nee;UT shift 2;NIWG;;NIWG
UT;1;H1;NIWG;Nee;UT shift 1;NIWG;;NIWG
UT;N;N;NIWG;Nee;UT shift N;NIWG;;NIWG
VIL;8;H8;NIWG;Nee;VIL shift 8;ZBM;;ZBM
VIL;7;H7;NIWG;Nee;VIL shift 7;ZBM;;ZBM
VIL;6;H6;NIWG;Nee;VIL shift 6;ZBM;;ZBM
VIL;5;H5;NIWG;Nee;VIL shift 5;ZBM;;ZBM
VIL;4;H4;NIWG;Nee;VIL shift 4;ZBM;;ZBM
VIL;3;H3;NIWG;Nee;VIL shift 3;ZBM;;ZBM
VIL;2;H2;NIWG;Nee;VIL shift 2;ZBM;;ZBM
VIL;1;H1;NIWG;Nee;VIL shift 1;ZBM;;ZBM
VL;9;H9;NIWG;Nee;VL shift 9;ZBM;;ZBM
VL;8;H8;NIWG;Nee;VL shift 8;ZBM;;ZBM
VL;7;H7;NIWG;Nee;VL shift 7;ZBM;;ZBM
VL;6;H6;NIWG;Nee;VL shift 6;ZBM;;ZBM
VL;5;H5;NIWG;Nee;VL shift 5;ZBM;;ZBM
VL;4;H4;NIWG;Nee;VL shift 4;HT;;HT
VL;3;H3;NIWG;Nee;VL shift 3;HT;;HT
VL;2;H2;NIWG;Nee;VL shift 2;HT;;HT
VL;1;H1;NIWG;Nee;VL shift 1;HT;;HT
VL;N;N;NIWG;Nee;VL shift N;HT;;HT
WB;6;H6;NIWG;Nee;WB shift 6;ZBM;;ZBM
WB;5;H5;NIWG;Nee;WB shift 5;ZBM;;ZBM
WB;4;H4;NIWG;Nee;WB shift 4;ZBM;;ZBM
WB;3;H3;NIWG;Nee;WB shift 3;ZBM;;ZBM
WB;2;H2;NIWG;Nee;WB shift 2;ZBM;;ZBM
WB;1;H1;NIWG;Nee;WB shift 1;ZBM;;ZBM
WB;N;N;NIWG;Nee;WB shift N;ZBM;;ZBM
WML;7;H7;NIWG;Nee;WML shift 7;ZBM;;ZBM
WML;6;H6;NIWG;Nee;WML shift 6;ZBM;;ZBM
WML;5;H5;NIWG;Nee;WML shift 5;ZBM;;ZBM
WML;4;H4;NIWG;Nee;WML shift 4;ZBM;;ZBM
WML;3;H3;NIWG;Nee;WML shift 3;ZBM;;ZBM
WML;2;H2;NIWG;Nee;WML shift 2;ZBM;;ZBM
WML;1;H1;NIWG;Nee;WML shift 1;ZBM;;ZBM
WVN;9;H9;NIWG;Nee;WVN shift 9;TL;;TL
WVN;8;H8;NIWG;Nee;WVN shift 8;TL;;TL
WVN;7;H7;NIWG;Nee;WVN shift 7;TL;;TL
WVN;6;H6;NIWG;Nee;WVN shift 6;TL;;TL
WVN;5;H5;NIWG;Nee;WVN shift 5;TL;;TL
WVN;4;H4;NIWG;Nee;WVN shift 4;NIWG;;NIWG
WVN;3;H3;NIWG;Nee;WVN shift 3;NIWG;;NIWG
WVN;2;H2;NIWG;Nee;WVN shift 2;NIWG;;NIWG
WVN;1;H1;NIWG;Nee;WVN shift 1;NIWG;;NIWG
WVN;N;N;NIWG;Nee;WVN shift N;NIWG;;NIWG
WZN;8;H8;NIWG;Nee;WZN shift 8;XASD;;XASD
WZN;7;H7;NIWG;Nee;WZN shift 7;XASD;;XASD
WZN;6;H6;NIWG;Nee;WZN shift 6;XASD;;XASD
WZN;5;H5;NIWG;Nee;WZN shift 5;XASD;;XASD
WZN;4;H4;NIWG;Nee;WZN shift 4;XASD;;XASD
WZN;3;H3;NIWG;Nee;WZN shift 3;XASD;;XASD
WZN;2;H2;NIWG;Nee;WZN shift 2;XASD;;XASD
WZN;1;H1;NIWG;Nee;WZN shift 1;XASD;;XASD
WZN;N;N;NIWG;Nee;WZN shift N;XASD;;XASD
ZL;10;H10;NIWG;Nee;ZL shift 10;TL;;TL
ZL;9;H9;NIWG;Nee;ZL shift 9;TL;;TL
ZL;8;H8;NIWG;Nee;ZL shift 8;TL;;TL
ZL;7;H7;NIWG;Nee;ZL shift 7;TL;;TL
ZL;6;H6;NIWG;Nee;ZL shift 6;TL;;TL
ZL;5;H5;NIWG;Nee;ZL shift 5;TL;;TL
ZL;4;H4;NIWG;Nee;ZL shift 4;AMF;;AMF
ZL;3;H3;NIWG;Nee;ZL shift 3;AMF;;AMF
ZL;2;H2;NIWG;Nee;ZL shift 2;AMF;;AMF
ZL;1;H1;NIWG;Nee;ZL shift 1;AMF;;AMF
ZL;N;N;NIWG;Nee;ZL shift N;AMF;;AMF
HGV;10;H10;NIWG;Nee;HGV shift 10;TL;;TL
HGV;9;H9;NIWG;Nee;HGV shift 9;TL;;TL
HGV;8;H8;NIWG;Nee;HGV shift 8;TL;;TL
HGV;7;H7;NIWG;Nee;HGV shift 7;TL;;TL
HGV;6;H6;NIWG;Nee;HGV shift 6;TL;;TL
HGV;5;H5;NIWG;Nee;HGV shift 5;TL;;TL
HGV;4;H4;NIWG;Nee;HGV shift 4;AMF;;AMF
HGV;3;H3;NIWG;Nee;HGV shift 3;AMF;;AMF
HGV;2;H2;NIWG;Nee;HGV shift 2;AMF;;AMF
HGV;1;H1;NIWG;Nee;HGV shift 1;AMF;;AMF
HGV;N;N;NIWG;Nee;HGV shift N;AMF;;AMF
AL;4;H4;OEV;Nee;AL shift 4;nvt;;nvt
AL;3;H3;OEV;Nee;AL shift 3;nvt;;nvt
AL;2;H2;OEV;Nee;AL shift 2;nvt;;nvt
AL;1;H1;OEV;Nee;AL shift 1;nvt;;nvt
AL;N;N;OEV;Nee;AL shift N;nvt;;nvt
ALR;9;H9;OEV;Nee;ALR shift 9;nvt;;nvt
ALR;8;H8;OEV;Nee;ALR shift 8;nvt;;nvt
ALR;7;H7;OEV;Nee;ALR shift 7;nvt;;nvt
ALR;6;H6;OEV;Nee;ALR shift 6;nvt;;nvt
ALR;5;H5;OEV;Nee;ALR shift 5;nvt;;nvt
ALR;4;H4;OEV;Nee;ALR shift 4;nvt;;nvt
ALR;3;H3;OEV;Nee;ALR shift 3;nvt;;nvt
ALR;2;H2;OEV;Nee;ALR shift 2;nvt;;nvt
ALR;1;H1;OEV;Nee;ALR shift 1;nvt;;nvt
ALR;N;N;OEV;Nee;ALR shift N;nvt;;nvt
AMF;9;H9;OEV;Nee;AMF shift 9;nvt;;nvt
AMF;8;H8;OEV;Nee;AMF shift 8;nvt;;nvt
AMF;7;H7;OEV;Nee;AMF shift 7;nvt;;nvt
AMF;6;H6;OEV;Nee;AMF shift 6;nvt;;nvt
AMF;5;H5;OEV;Nee;AMF shift 5;nvt;;nvt
AMF;4;H4;OEV;Nee;AMF shift 4;nvt;;nvt
AMF;3;H3;OEV;Nee;AMF shift 3;nvt;;nvt
AMF;2;H2;OEV;Nee;AMF shift 2;nvt;;nvt
AMF;1;H1;OEV;Nee;AMF shift 1;nvt;;nvt
AMF;N;N;OEV;Nee;AMF shift N;nvt;;nvt
AP;9;H9;OEV;Nee;AP shift 9;nvt;;nvt
AP;8;H8;OEV;Nee;AP shift 8;nvt;;nvt
AP;7;H7;OEV;Nee;AP shift 7;nvt;;nvt
AP;6;H6;OEV;Nee;AP shift 6;nvt;;nvt
AP;5;H5;OEV;Nee;AP shift 5;nvt;;nvt
AP;4;H4;OEV;Nee;AP shift 4;nvt;;nvt
AP;3;H3;OEV;Nee;AP shift 3;nvt;;nvt
AP;2;H2;OEV;Nee;AP shift 2;nvt;;nvt
AP;1;H1;OEV;Nee;AP shift 1;nvt;;nvt
AP;N;N;OEV;Nee;AP shift N;nvt;;nvt
ARD;6;H6;OEV;Nee;ARD shift 6;nvt;;nvt
ARD;5;H5;OEV;Nee;ARD shift 5;nvt;;nvt
ARD;4;H4;OEV;Nee;ARD shift 4;nvt;;nvt
ARD;3;H3;OEV;Nee;ARD shift 3;nvt;;nvt
ARD;2;H2;OEV;Nee;ARD shift 2;nvt;;nvt
ARD;1;H1;OEV;Nee;ARD shift 1;nvt;;nvt
ASD;9;H9;OEV;Nee;ASD shift 9;nvt;;nvt
ASD;8;H8;OEV;Nee;ASD shift 8;nvt;;nvt
ASD;7;H7;OEV;Nee;ASD shift 7;nvt;;nvt
ASD;6;H6;OEV;Nee;ASD shift 6;nvt;;nvt
ASD;5;H5;OEV;Nee;ASD shift 5;nvt;;nvt
ASD;4;H4;OEV;Nee;ASD shift 4;nvt;;nvt
ASD;3;H3;OEV;Nee;ASD shift 3;nvt;;nvt
ASD;2;H2;OEV;Nee;ASD shift 2;nvt;;nvt
ASD;1;H1;OEV;Nee;ASD shift 1;nvt;;nvt
ASD;N;N;OEV;Nee;ASD shift N;nvt;;nvt
ASN;4;H4;OEV;Nee;ASN shift 4;nvt;;nvt
ASN;3;H3;OEV;Nee;ASN shift 3;nvt;;nvt
ASN;2;H2;OEV;Nee;ASN shift 2;nvt;;nvt
ASN;1;H1;OEV;Nee;ASN shift 1;nvt;;nvt
ASN;N;N;OEV;Nee;ASN shift N;nvt;;nvt
BD;8;H8;OEV;Nee;BD shift 8;nvt;;nvt
BD;7;H7;OEV;Nee;BD shift 7;nvt;;nvt
BD;6;H6;OEV;Nee;BD shift 6;nvt;;nvt
BD;5;H5;OEV;Nee;BD shift 5;nvt;;nvt
BD;4;H4;OEV;Nee;BD shift 4;nvt;;nvt
BD;3;H3;OEV;Nee;BD shift 3;nvt;;nvt
BD;2;H2;OEV;Nee;BD shift 2;nvt;;nvt
BD;1;H1;OEV;Nee;BD shift 1;nvt;;nvt
BD;N;N;OEV;Nee;BD shift N;nvt;;nvt
BORN;9;H9;OEV;Nee;BORN shift 9;nvt;;nvt
BORN;8;H8;OEV;Nee;BORN shift 8;nvt;;nvt
BORN;7;H7;OEV;Nee;BORN shift 7;nvt;;nvt
BORN;6;H6;OEV;Nee;BORN shift 6;nvt;;nvt
BORN;5;H5;OEV;Nee;BORN shift 5;nvt;;nvt
BORN;4;H4;OEV;Nee;BORN shift 4;nvt;;nvt
BORN;3;H3;OEV;Nee;BORN shift 3;nvt;;nvt
BORN;2;H2;OEV;Nee;BORN shift 2;nvt;;nvt
BORN;1;H1;OEV;Nee;BORN shift 1;nvt;;nvt
BORN;N;N;OEV;Nee;BORN shift N;nvt;;nvt
DDT;7;H7;OEV;Nee;DDT shift 7;nvt;;nvt
DDT;6;H6;OEV;Nee;DDT shift 6;nvt;;nvt
DDT;5;H5;OEV;Nee;DDT shift 5;nvt;;nvt
DDT;4;H4;OEV;Nee;DDT shift 4;nvt;;nvt
DDT;3;H3;OEV;Nee;DDT shift 3;nvt;;nvt
DDT;2;H2;OEV;Nee;DDT shift 2;nvt;;nvt
DDT;1;H1;OEV;Nee;DDT shift 1;nvt;;nvt
DDT;N;N;OEV;Nee;DDT shift N;nvt;;nvt
DTD;5;H5;OEV;Nee;DTD shift 5;nvt;;nvt
DTD;4;H4;OEV;Nee;DTD shift 4;nvt;;nvt
DTD;3;H3;OEV;Nee;DTD shift 3;nvt;;nvt
